CITY,TIMEZONE,LATITUDE,LONGITUDE
Le Landreau,Europe/Paris,47.20443,-1.30546
Le Kremlin-Bicetre,Europe/Paris,48.81471,2.36073
Le Juch,Europe/Paris,48.06593,-4.25625
Leimbach,Europe/Paris,47.79367,7.10069
Leignes-sur-Fontaine,Europe/Paris,46.50597,0.77625
Le Houlme,Europe/Paris,49.50972,1.03537
Le Houga,Europe/Paris,43.77487,-0.18061
Le Horps,Europe/Paris,48.39591,-0.46175
Lehon,Europe/Paris,48.44432,-2.04578
Le Hingle,Europe/Paris,48.393,-2.07888
Le Hezo,Europe/Paris,47.58573,-2.70208
Le Havre,Europe/Paris,49.49346,0.10785
Le Haut-Corlay,Europe/Paris,48.32149,-3.05667
Le Haillan,Europe/Paris,44.87161,-0.67691
Leguevin,Europe/Paris,43.60028,1.23236
Le Guerno,Europe/Paris,47.58328,-2.40835
Le Gue-de-Velluire,Europe/Paris,46.37279,-0.92154
Le Gue-de-Longroi,Europe/Paris,48.50122,1.71997
Le Gue-de-la-Chaine,Europe/Paris,48.37401,0.52019
Le Gua,Europe/Paris,45.72628,-0.944
Le Gua,Europe/Paris,45.01667,5.61667
Le Gros-Theil,Europe/Paris,49.2263,0.84188
Le Grau-du-Roi,Europe/Paris,43.53881,4.13559
Le Grand-Serre,Europe/Paris,45.26937,5.10433
Le Grand-Quevilly,Europe/Paris,49.40076,1.04582
Le Grand-Pressigny,Europe/Paris,46.92017,0.8038
Le Grand-Luce,Europe/Paris,47.86523,0.4688
Le Grand-Lemps,Europe/Paris,45.39646,5.4201
Le Grand-Celland,Europe/Paris,48.68101,-1.18493
Le Grand-Bourg,Europe/Paris,46.16021,1.64493
Le Grand-Bornand,Europe/Paris,45.94211,6.43077
Le Gouray,Europe/Paris,48.32757,-2.48807
Gond-Pontouvre,Europe/Paris,45.68333,0.16667
Le Girouard,Europe/Paris,46.56827,-1.60006
Lege,Europe/Paris,46.88523,-1.59876
Le Gavre,Europe/Paris,47.52061,-1.74815
Le Gault-Saint-Denis,Europe/Paris,48.23333,1.48333
Le Garric,Europe/Paris,44.0097,2.16243
Le Fuilet,Europe/Paris,47.28345,-1.1131
Le Fresne-Camilly,Europe/Paris,49.25958,-0.48771
Le Fousseret,Europe/Paris,43.2818,1.06585
Le Fouilloux,Europe/Paris,45.19031,-0.12637
Le Fossat,Europe/Paris,43.17395,1.40822
Leforest,Europe/Paris,50.43866,3.0648
Le Folgoet,Europe/Paris,48.56381,-4.33829
Le Foeil,Europe/Paris,48.42825,-2.91506
Le Fleix,Europe/Paris,44.87499,0.25122
Le Fief-Sauvin,Europe/Paris,47.22143,-1.04214
Le Fidelaire,Europe/Paris,48.94951,0.81462
Leffrinckoucke,Europe/Paris,51.03457,2.46452
Le Ferre,Europe/Paris,48.49248,-1.29417
Le Fenouiller,Europe/Paris,46.71949,-1.90037
Le Fay,Europe/Paris,46.6673,5.32968
Le Fauga,Europe/Paris,43.39666,1.29413
Le Faouet,Europe/Paris,48.03299,-3.49048
Le Faou,Europe/Paris,48.29456,-4.17927
Leers,Europe/Paris,50.68217,3.24429
Lee,Europe/Paris,43.28797,-0.29179
Ledringhem,Europe/Paris,50.85576,2.44178
Le Drennec,Europe/Paris,48.5344,-4.37243
Le Doulieu,Europe/Paris,50.68194,2.71741
Le Douhet,Europe/Paris,45.81938,-0.56907
Le Dorat,Europe/Paris,46.21451,1.0816
Le Donjon,Europe/Paris,46.35058,3.79269
Ledignan,Europe/Paris,43.98857,4.10683
Le Dezert,Europe/Paris,49.20403,-1.16515
Ledeuix,Europe/Paris,43.21653,-0.62048
Le Deschaux,Europe/Paris,46.95256,5.50161
Lederzeele,Europe/Paris,50.82029,2.30237
Ledergues,Europe/Paris,44.089,2.44085
Ledenon,Europe/Paris,43.91554,4.50956
Ledat,Europe/Paris,44.45419,0.66832
Lectoure,Europe/Paris,43.93431,0.62116
Le Crotoy,Europe/Paris,50.216,1.625
Le Croisty,Europe/Paris,48.06524,-3.3638
Le Croisic,Europe/Paris,47.29276,-2.51797
Le Creusot,Europe/Paris,46.80714,4.41632
Le Crestet,Europe/Paris,45.01441,4.65494
Le Crest,Europe/Paris,45.68666,3.12735
Le Cres,Europe/Paris,43.64763,3.9388
Lecousse,Europe/Paris,48.36732,-1.21809
Le Coudray-sur-Thelle,Europe/Paris,49.30551,2.12447
Le Coudray-Saint-Germer,Europe/Paris,49.41199,1.83861
Le Coudray-Montceaux,Europe/Paris,48.56376,2.50013
Le Coudray-Macouard,Europe/Paris,47.19473,-0.11941
Le Coudray,Europe/Paris,48.42115,1.50057
Le Coteau,Europe/Paris,46.01919,4.0923
Le Conquet,Europe/Paris,48.36053,-4.77086
Le Collet-de-Deze,Europe/Paris,44.24545,3.92246
Lecluse,Europe/Paris,50.27671,3.04045
Le Cloitre-Saint-Thegonnec,Europe/Paris,48.4801,-3.79475
Le Cloitre-Pleyben,Europe/Paris,48.25713,-3.89007
Le Clerjus,Europe/Paris,47.96213,6.32412
Le Cheylas,Europe/Paris,45.37064,5.99277
Le Cheylard,Europe/Paris,44.90623,4.42406
Le Chevain,Europe/Paris,48.43227,0.12622
Le Chesne,Europe/Paris,49.51337,4.76424
Le Chesnay,Europe/Paris,48.8222,2.12213
Lechelle,Europe/Paris,48.57813,3.38796
Le Cheix,Europe/Paris,45.54386,2.9991
Le Chay,Europe/Paris,45.63882,-0.89548
Le Chatelet-sur-Retourne,Europe/Paris,49.41558,4.27874
Le Chatelet-en-Brie,Europe/Paris,48.50695,2.79163
Le Chatelet,Europe/Paris,46.64247,2.28229
Le Chatelard,Europe/Paris,45.68611,6.1366
Le Change,Europe/Paris,45.19655,0.89474
Le Champ-Saint-Pere,Europe/Paris,46.50835,-1.34633
Le Champ-pres-Froges,Europe/Paris,45.28045,5.93977
Le Chambon-sur-Lignon,Europe/Paris,45.06097,4.30241
Le Chambon-Feugerolles,Europe/Paris,45.39145,4.32149
Le Chambon,Europe/Paris,44.86667,4.28333
Le Cergne,Europe/Paris,46.12174,4.31011
Le Cendre,Europe/Paris,45.7224,3.18711
Le Cellier,Europe/Paris,47.31964,-1.34716
Lecelles,Europe/Paris,50.46779,3.40096
Le Castera,Europe/Paris,43.67346,1.14086
Le Castellet,Europe/Paris,43.20291,5.77657
Le Cap d'Agde,Europe/Paris,43.27796,3.51357
Le Cannet-des-Maures,Europe/Paris,43.39236,6.33966
Le Cannet,Europe/Paris,43.57662,7.01912
Le Canet,Europe/Paris,43.32611,5.3723
Le Cambout,Europe/Paris,48.05917,-2.61103
Le Cailar,Europe/Paris,43.6759,4.23616
Le Busseau,Europe/Paris,46.58005,-0.59478
Le Buisson-de-Cadouin,Europe/Paris,44.85,0.91667
Le Bugue,Europe/Paris,44.91847,0.92714
Le Brusquet,Europe/Paris,44.16126,6.30925
Le Broc,Europe/Paris,45.50084,3.24388
Le Broc,Europe/Paris,43.80878,7.16882
Le Brignon,Europe/Paris,44.93521,3.88012
Le Breuil-sur-Couze,Europe/Paris,45.4686,3.2631
Le Breuil-en-Auge,Europe/Paris,49.22878,0.22483
Le Breuil,Europe/Paris,46.80654,4.46953
Le Breil-sur-Merize,Europe/Paris,48.00778,0.47669
Le Bousquet-d'Orb,Europe/Paris,43.6925,3.16595
Le Bouscat,Europe/Paris,44.86488,-0.59864
Le Bourgneuf-la-Foret,Europe/Paris,48.16418,-0.97064
Le Bourget-du-Lac,Europe/Paris,45.65362,5.8549
Le Bourget,Europe/Paris,48.93405,2.43584
Le Bourg-d'Oisans,Europe/Paris,45.05483,6.03366
Le Boupere,Europe/Paris,46.7957,-0.92641
Le Boulou,Europe/Paris,42.52424,2.83336
Le Boulay-Morin,Europe/Paris,49.08333,1.18333
Le Boulay,Europe/Paris,47.60578,0.8585
Le Bouchage,Europe/Paris,45.6724,5.52094
Le Bosc-Roger-en-Roumois,Europe/Paris,49.28333,0.93333
Le Bosc,Europe/Paris,43.71001,3.38465
Bono,Europe/Paris,47.6404,-2.94986
Le Bonhomme,Europe/Paris,48.17205,7.11609
Le Bois-Plage-en-Re,Europe/Paris,46.18622,-1.39238
Le Blanc-Mesnil,Europe/Paris,48.93872,2.46138
Le Blanc,Europe/Paris,46.63371,1.06272
Le Bignon,Europe/Paris,47.09854,-1.49103
Le Bez,Europe/Paris,43.60849,2.47545
Le Bernard,Europe/Paris,46.43844,-1.47072
Le Beny-Bocage,Europe/Paris,48.93655,-0.83893
Le Beausset,Europe/Paris,43.19822,5.80267
Le Bar-sur-Loup,Europe/Paris,43.7,6.98333
Le Barroux,Europe/Paris,44.13634,5.09956
Le Barp,Europe/Paris,44.60784,-0.77318
Le Bardon,Europe/Paris,47.84492,1.65232
Le Barcares,Europe/Paris,42.78773,3.03656
Leaz,Europe/Paris,46.0978,5.8825
Laz,Europe/Paris,48.13746,-3.83592
Lay-Saint-Christophe,Europe/Paris,48.74926,6.19735
Layrac,Europe/Paris,44.13353,0.66026
Lay,Europe/Paris,45.95329,4.21394
Laxou,Europe/Paris,48.68372,6.14929
La Wantzenau,Europe/Paris,48.65786,7.83068
La Vraie-Croix,Europe/Paris,47.6897,-2.54355
Lavoux,Europe/Paris,46.59635,0.5297
Lavoute-sur-Loire,Europe/Paris,45.1183,3.90582
La Voulte-sur-Rhone,Europe/Paris,44.79958,4.77925
La Voivre,Europe/Paris,48.33121,6.90277
Lavit,Europe/Paris,43.95674,0.9201
Lavilletertre,Europe/Paris,49.19605,1.92998
La Villeneuve-en-Chevrie,Europe/Paris,49.01475,1.52674
Lavilleneuve-au-Roi,Europe/Paris,48.15995,4.92619
La Ville-es-Nonais,Europe/Paris,48.54786,-1.95272
La Ville-du-Bois,Europe/Paris,48.65521,2.26833
La Villedieu-du-Clain,Europe/Paris,46.45539,0.36956
Lavilledieu,Europe/Paris,44.57545,4.45314
La Ville-aux-Dames,Europe/Paris,47.39551,0.76837
La Ville-aux-Clercs,Europe/Paris,47.91835,1.08521
La Vieille-Lyre,Europe/Paris,48.91667,0.75
La Vicomte-sur-Rance,Europe/Paris,48.48868,-1.9826
Laveyron,Europe/Paris,45.21012,4.82027
La Veuve,Europe/Paris,49.03036,4.317
La Vespiere,Europe/Paris,49.01975,0.4125
Laverune,Europe/Paris,43.58639,3.80611
Laversines,Europe/Paris,49.42483,2.1976
La Verriere,Europe/Paris,48.752,1.94649
La Verrie,Europe/Paris,46.96076,-0.99522
La Verpilliere,Europe/Paris,45.63417,5.1456
Lavernose-Lacasse,Europe/Paris,43.397,1.26205
La Vernelle,Europe/Paris,47.24854,1.54272
La Vergne,Europe/Paris,45.96283,-0.56426
Lavergne,Europe/Paris,44.59178,0.39659
La Verdiere,Europe/Paris,43.6387,5.93455
Laventie,Europe/Paris,50.62818,2.77076
Laveline-devant-Bruyeres,Europe/Paris,48.18903,6.75743
Lavelanet-de-Comminges,Europe/Paris,43.25541,1.11848
Lavelanet,Europe/Paris,42.93267,1.84844
Laveissiere,Europe/Paris,45.1163,2.80752
Lavaveix-les-Mines,Europe/Paris,46.07145,2.08868
Lavau-sur-Loire,Europe/Paris,47.30706,-1.9672
Lavausseau,Europe/Paris,46.55943,0.07371
Lavaur,Europe/Paris,43.69886,1.81211
La Vaupaliere,Europe/Paris,49.48789,0.9963
Lavault-Sainte-Anne,Europe/Paris,46.30999,2.60027
La Varenne,Europe/Paris,47.31107,-1.31976
Lavare,Europe/Paris,48.05352,0.64435
Lavardin,Europe/Paris,48.07731,0.06152
Lavardac,Europe/Paris,44.17952,0.29829
Lavans-les-Saint-Claude,Europe/Paris,46.38484,5.78172
Laval-sur-Vologne,Europe/Paris,48.19123,6.70533
Laval-Pradel,Europe/Paris,44.20665,4.06591
La Vallee,Europe/Paris,45.89148,-0.84148
La Valla-en-Gier,Europe/Paris,45.41927,4.51778
La Valette-du-Var,Europe/Paris,43.13763,5.98317
Lavalette,Europe/Paris,43.63763,1.59589
Lavalette,Europe/Paris,43.18428,2.26825
La Valentine,Europe/Paris,43.29757,5.48432
Laval,Europe/Paris,48.07247,-0.77019
Laval-en-Belledonne,Europe/Paris,45.25292,5.93318
La Vacherie,Europe/Paris,49.1307,1.12899
Lauzun,Europe/Paris,44.63017,0.45994
Lauzerville,Europe/Paris,43.55594,1.56479
Lauzerte,Europe/Paris,44.25577,1.1378
Lauzach,Europe/Paris,47.61435,-2.54542
Lauwin-Planque,Europe/Paris,50.39024,3.0451
Lauw,Europe/Paris,47.75629,7.01838
Lautrec,Europe/Paris,43.7062,2.13834
Lauterbourg,Europe/Paris,48.97515,8.17846
Lautenbachzell,Europe/Paris,47.94124,7.14643
Lautenbach,Europe/Paris,47.94055,7.15768
Laussonne,Europe/Paris,44.9699,4.05204
Lauris,Europe/Paris,43.74716,5.31346
Lauriere,Europe/Paris,46.07634,1.47543
Laurens,Europe/Paris,43.52263,3.19654
Laurenan,Europe/Paris,48.19944,-2.5351
Laure-Minervois,Europe/Paris,43.27136,2.52008
Laurac-en-Vivarais,Europe/Paris,44.50865,4.29048
Launois-sur-Vence,Europe/Paris,49.65345,4.5395
Launaguet,Europe/Paris,43.67818,1.45603
Launac,Europe/Paris,43.74357,1.18172
Laugnac,Europe/Paris,44.30653,0.6058
Laudun-l'Ardoise,Europe/Paris,44.10482,4.65728
Lau-Balagnas,Europe/Paris,42.99444,-0.09161
La Turbie,Europe/Paris,43.7454,7.40046
La Turballe,Europe/Paris,47.34569,-2.50699
Lattes,Europe/Paris,43.56775,3.90279
Latronquiere,Europe/Paris,44.79984,2.07774
La Tronche,Europe/Paris,45.20507,5.74629
La Trinite-Surzur,Europe/Paris,47.60468,-2.59441
La Trinite-sur-Mer,Europe/Paris,47.58586,-3.0305
La Trinite-Porhoet,Europe/Paris,48.09742,-2.54707
La Trinite-du-Mont,Europe/Paris,49.54286,0.55307
La Trinite,Europe/Paris,43.7405,7.314
La Trimouille,Europe/Paris,46.46761,1.04041
Latresne,Europe/Paris,44.78517,-0.49663
La Tremblade,Europe/Paris,45.7699,-1.14232
La Treille,Europe/Paris,43.31437,5.50947
La Tranche-sur-Mer,Europe/Paris,46.343,-1.437
La Tour-sur-Orb,Europe/Paris,43.65304,3.14911
La Tour-Saint-Gelin,Europe/Paris,47.04937,0.40304
La Tourlandry,Europe/Paris,47.14375,-0.69688
La Tour-en-Jarez,Europe/Paris,45.48347,4.39064
La Tour-du-Pin,Europe/Paris,45.566,5.44487
La Tour-du-Crieu,Europe/Paris,43.10385,1.65402
La Tour-de-Salvagny,Europe/Paris,45.81374,4.7167
Latour-de-France,Europe/Paris,42.76909,2.65345
La Tour-d'Auvergne,Europe/Paris,45.53385,2.68929
Latour-Bas-Elne,Europe/Paris,42.60742,3.00153
La Tour,Europe/Paris,46.13312,6.43109
Latille,Europe/Paris,46.61947,0.07489
Lathus-Saint-Remy,Europe/Paris,46.33444,0.95813
Lathuile,Europe/Paris,45.78421,6.20407
La Teste-de-Buch,Europe/Paris,44.63278,-1.14513
La Tessoualle,Europe/Paris,47.00466,-0.8511
La Terrasse-sur-Dorlay,Europe/Paris,45.45051,4.58267
La Terrasse,Europe/Paris,45.32052,5.92761
La Tardiere,Europe/Paris,46.6611,-0.73256
La Talaudiere,Europe/Paris,45.47603,4.42607
La Suze-sur-Sarthe,Europe/Paris,47.89003,0.02525
Lassy,Europe/Paris,47.9791,-1.87054
Lassigny,Europe/Paris,49.58828,2.84289
Lasseube,Europe/Paris,43.22151,-0.47922
Lasserre,Europe/Paris,43.63888,1.16867
Lassay-les-Chateaux,Europe/Paris,48.43835,-0.49758
La Souterraine,Europe/Paris,46.23791,1.48597
La Sone,Europe/Paris,45.11111,5.27782
La Seyne-sur-Mer,Europe/Paris,43.10322,5.87816
La Sentinelle,Europe/Paris,50.35115,3.48425
La Selve,Europe/Paris,44.11206,2.53485
La Selle-sur-le-Bied,Europe/Paris,48.06387,2.89742
La Selle-la-Forge,Europe/Paris,48.73295,-0.54103
La Selle-en-Luitre,Europe/Paris,48.31109,-1.12761
La Selle-en-Hermoy,Europe/Paris,48.01155,2.89542
La Selle-Craonnaise,Europe/Paris,47.8428,-1.04284
La Seguiniere,Europe/Paris,47.06343,-0.93996
La Seauve-sur-Semene,Europe/Paris,45.29554,4.25023
Lasbordes,Europe/Paris,43.29483,2.04562
La Sauve,Europe/Paris,44.76953,-0.31218
La Sauvagere,Europe/Paris,48.62346,-0.41632
La Saussaye,Europe/Paris,49.25936,0.98094
La Sauniere,Europe/Paris,46.13068,1.93667
La Saulce,Europe/Paris,44.42544,6.0069
La Salvetat-Peyrales,Europe/Paris,44.21984,2.20259
La Salvetat-Belmontet,Europe/Paris,43.96422,1.53335
La Salvetat-sur-Agout,Europe/Paris,43.6005,2.70268
La Salvetat-Saint-Gilles,Europe/Paris,43.57622,1.27192
La Salle-et-Chapelle-Aubry,Europe/Paris,47.25013,-0.97512
La Salle-de-Vihiers,Europe/Paris,47.15583,-0.63655
Lasalle,Europe/Paris,44.04573,3.85244
Laruscade,Europe/Paris,45.10812,-0.34109
Laruns,Europe/Paris,42.98826,-0.42658
La Rue-Saint-Pierre,Europe/Paris,49.40984,2.2956
Larriviere-Saint-Savin,Europe/Paris,43.76961,-0.42748
Larringes,Europe/Paris,46.36919,6.57125
Larressore,Europe/Paris,43.37024,-1.43924
Larre,Europe/Paris,47.71187,-2.51582
Larrazet,Europe/Paris,43.93161,1.08218
La Rouxiere,Europe/Paris,47.44242,-1.06667
La Rouviere,Europe/Paris,43.93128,4.2346
La Rouquette,Europe/Paris,44.30265,1.97374
La Rouge,Europe/Paris,48.28739,0.70901
La Roquette-sur-Var,Europe/Paris,43.82812,7.19912
La Roquette-sur-Siagne,Europe/Paris,43.59873,6.95671
Laroque-Timbaut,Europe/Paris,44.28363,0.76181
Laroque-d'Olmes,Europe/Paris,42.97033,1.87098
Laroque-des-Arcs,Europe/Paris,44.47602,1.46791
Laroque-des-Alberes,Europe/Paris,42.5213,2.93374
La Roque-d'Antheron,Europe/Paris,43.71544,5.30973
La Roquebrussanne,Europe/Paris,43.3403,5.97603
Laroquebrou,Europe/Paris,44.96855,2.19158
Laroque,Europe/Paris,43.92249,3.72436
La Ronde,Europe/Paris,46.29919,-0.80792
La Romieu,Europe/Paris,43.98246,0.49795
La Romagne,Europe/Paris,47.0611,-1.02167
Laroin,Europe/Paris,43.30469,-0.44204
La Roche-Vineuse,Europe/Paris,46.34524,4.72023
La Rochette,Europe/Paris,48.50882,2.66357
La Rochette,Europe/Paris,45.80107,0.3135
La Rochette,Europe/Paris,45.45758,6.11356
La Roche-sur-Yon,Europe/Paris,46.66974,-1.42757
La Roche-sur-Foron,Europe/Paris,46.07111,6.3045
Laroche-Saint-Cydroine,Europe/Paris,47.96801,3.48467
La Roche-Posay,Europe/Paris,46.78649,0.8122
La Roche-Maurice,Europe/Paris,48.47284,-4.204
La Rochelle,Europe/Paris,46.16308,-1.15222
La Roche-Guyon,Europe/Paris,49.08142,1.62998
La Rochefoucauld,Europe/Paris,45.74101,0.38587
La Roche-en-Brenil,Europe/Paris,47.38121,4.17889
La Roche-des-Arnauds,Europe/Paris,44.56188,5.95541
La Roche-Derrien,Europe/Paris,48.74694,-3.26056
La Roche-de-Rame,Europe/Paris,44.75034,6.57975
La Roche-de-Glun,Europe/Paris,45.01336,4.84488
La Roche-Clermault,Europe/Paris,47.13745,0.20597
La Roche-Chalais,Europe/Paris,45.15165,0.008
La Roche-Blanche,Europe/Paris,47.4405,-1.14028
La Roche-Blanche,Europe/Paris,45.70062,3.12629
La Roche-Bernard,Europe/Paris,47.51885,-2.30154
Larnod,Europe/Paris,47.18371,5.97042
Larnaud,Europe/Paris,46.71111,5.45463
Larnage,Europe/Paris,45.09652,4.86378
Larmor-Plage,Europe/Paris,47.70646,-3.38339
Larmor-Baden,Europe/Paris,47.58724,-2.89723
La Riviere-Saint-Sauveur,Europe/Paris,49.40821,0.2703
La Riviere-Drugeon,Europe/Paris,46.86806,6.21782
La Riviere-de-Corps,Europe/Paris,48.2884,4.01947
La Riviere,Europe/Paris,45.23568,5.50622
La Riche,Europe/Paris,47.38996,0.67072
La Richardais,Europe/Paris,48.60685,-2.03574
La Ricamarie,Europe/Paris,45.40536,4.36944
Largentiere,Europe/Paris,44.54272,4.29342
Largeasse,Europe/Paris,46.69334,-0.49988
La Reorthe,Europe/Paris,46.60688,-1.04954
La Reole,Europe/Paris,44.58239,-0.03857
La Renaudiere,Europe/Paris,47.12012,-1.05869
La Remuee,Europe/Paris,49.52773,0.40283
La Remaudiere,Europe/Paris,47.23774,-1.24367
La Regrippiere,Europe/Paris,47.1815,-1.17636
Lardy,Europe/Paris,48.51847,2.2736
Larche,Europe/Paris,45.12048,1.41566
Larchant,Europe/Paris,48.28477,2.59444
Larchamp,Europe/Paris,48.36253,-0.99865
Larcay,Europe/Paris,47.36649,0.78145
La Ravoire,Europe/Paris,45.56266,5.95826
Larajasse,Europe/Paris,45.61399,4.50113
Laragne-Monteglin,Europe/Paris,44.31667,5.81667
La Rabateliere,Europe/Paris,46.86065,-1.26235
La Quinte,Europe/Paris,48.059,0.0381
La Queue-les-Yvelines,Europe/Paris,48.8,1.76667
La Queue-en-Brie,Europe/Paris,48.7852,2.58112
Laquenexy,Europe/Paris,49.07832,6.31435
La Puye,Europe/Paris,46.64283,0.75164
Lapugnoy,Europe/Paris,50.51635,2.5346
Lapte,Europe/Paris,45.18593,4.21699
Laps,Europe/Paris,45.67397,3.27013
La Prenessaye,Europe/Paris,48.18295,-2.63509
Lapoutroie,Europe/Paris,48.15398,7.16714
La Poueze,Europe/Paris,47.55357,-0.80928
La Possonniere,Europe/Paris,47.37446,-0.68755
La Porcherie,Europe/Paris,45.58077,1.54403
La Pommeraye,Europe/Paris,47.35534,-0.86007
La Pommeraie-sur-Sevre,Europe/Paris,46.83535,-0.77785
La Pomme,Europe/Paris,43.28987,5.44153
Laplume,Europe/Paris,44.11292,0.52975
La Planche,Europe/Paris,47.01675,-1.43533
La Plaine-sur-Mer,Europe/Paris,47.13718,-2.19172
La Plaine,Europe/Paris,47.06808,-0.63492
Lapeyrouse-Mornay,Europe/Paris,45.32357,4.99524
Lapeyrouse-Fossat,Europe/Paris,43.69973,1.51049
Lapeyrouse,Europe/Paris,46.22412,2.87216
La Peyratte,Europe/Paris,46.6745,-0.14888
La Petite-Raon,Europe/Paris,48.40566,6.9951
La Petite-Pierre,Europe/Paris,48.85875,7.32139
La Petite-Boissiere,Europe/Paris,46.88408,-0.74226
La Penne-sur-Huveaune,Europe/Paris,43.28208,5.51642
Lapanouse,Europe/Paris,44.33678,3.03112
La Panouse,Europe/Paris,43.25576,5.42963
Lapalud,Europe/Paris,44.3078,4.68946
Lapalisse,Europe/Paris,46.24835,3.63605
La Pacaudiere,Europe/Paris,46.17879,3.86252
Laons,Europe/Paris,48.70457,1.17667
Laon,Europe/Paris,49.5631,3.62714
Lanzac,Europe/Paris,44.87413,1.48303
Lanvollon,Europe/Paris,48.63116,-2.98597
Lanveoc,Europe/Paris,48.28799,-4.46277
Lanvenegen,Europe/Paris,47.99845,-3.54162
Lanvellec,Europe/Paris,48.61975,-3.53777
Lanvaudan,Europe/Paris,47.89961,-3.2623
Lanvallay,Europe/Paris,48.45584,-2.02815
Lanuejouls,Europe/Paris,44.42548,2.15989
Lantriac,Europe/Paris,45.0005,4.00444
Lantosque,Europe/Paris,43.97446,7.31174
Lanton,Europe/Paris,44.70712,-1.03968
Lantignie,Europe/Paris,46.14729,4.62324
Lantic,Europe/Paris,48.6059,-2.88249
Lantheuil,Europe/Paris,49.26726,-0.51878
Lantefontaine,Europe/Paris,49.24926,5.90524
Lanta,Europe/Paris,43.56076,1.6545
Lanslebourg-Mont-Cenis,Europe/Paris,45.28556,6.87566
Lans-en-Vercors,Europe/Paris,45.12852,5.58599
Lansargues,Europe/Paris,43.65155,4.07248
Lansac,Europe/Paris,45.06134,-0.54252
Lans,Europe/Paris,46.76997,4.92202
Lanrodec,Europe/Paris,48.51692,-3.03079
Lanrivoare,Europe/Paris,48.4731,-4.6387
Lanrivain,Europe/Paris,48.34666,-3.21427
Lanrelas,Europe/Paris,48.25228,-2.29405
Lanquetot,Europe/Paris,49.58527,0.52637
Lanquais,Europe/Paris,44.82349,0.6703
Lanouee,Europe/Paris,48.00218,-2.58224
Lanouaille,Europe/Paris,45.3917,1.13847
La Norville,Europe/Paris,48.58243,2.2618
La Noe-Blanche,Europe/Paris,47.80365,-1.74132
Lanobre,Europe/Paris,45.43889,2.53443
Lannoy,Europe/Paris,50.66674,3.21012
Lannion,Europe/Paris,48.73264,-3.45657
Lannilis,Europe/Paris,48.57,-4.52196
Lanneray,Europe/Paris,48.08641,1.24138
Lannepax,Europe/Paris,43.79937,0.22722
Lannemezan,Europe/Paris,43.12517,0.38401
Lanne,Europe/Paris,43.16458,0.01399
Lanmeur,Europe/Paris,48.64711,-3.71638
Lanmeur,Europe/Paris,47.83333,-3.71667
Laniscat,Europe/Paris,48.24234,-3.12304
Laning,Europe/Paris,49.03527,6.77415
Lanildut,Europe/Paris,48.47396,-4.74575
Lanhouarneau,Europe/Paris,48.57992,-4.21073
Lanhelin,Europe/Paris,48.45787,-1.82818
Languidic,Europe/Paris,47.83358,-3.15811
Langueux,Europe/Paris,48.49528,-2.71823
Languenan,Europe/Paris,48.51104,-2.12793
Langrune-sur-Mer,Europe/Paris,49.32346,-0.37346
Langrolay-sur-Rance,Europe/Paris,48.55,-2.0
Langres,Europe/Paris,47.86263,5.33308
Langourla,Europe/Paris,48.28442,-2.41522
Langouet,Europe/Paris,48.25002,-1.82319
Langonnet,Europe/Paris,48.10496,-3.49356
Langon,Europe/Paris,47.72001,-1.849
Langon,Europe/Paris,47.28419,1.826
Langon,Europe/Paris,44.55277,-0.24986
Langolen,Europe/Paris,48.06682,-3.91303
Langoiran,Europe/Paris,44.70745,-0.40145
Langogne,Europe/Paris,44.72726,3.85539
Langoat,Europe/Paris,48.75002,-3.28226
Langlade,Europe/Paris,43.80472,4.24964
Langensoultzbach,Europe/Paris,48.96734,7.73438
Langeais,Europe/Paris,47.32587,0.40136
Langeac,Europe/Paris,45.10028,3.4942
Langast,Europe/Paris,48.28131,-2.66302
Langan,Europe/Paris,48.24479,-1.85319
La Neuville-Roy,Europe/Paris,49.48333,2.58333
La Neuville-en-Hez,Europe/Paris,49.40355,2.32579
Laneuville-a-Remy,Europe/Paris,48.47395,4.88368
La Neuville,Europe/Paris,50.49296,3.04804
Laneuveville-devant-Nancy,Europe/Paris,48.65659,6.22658
La Neuve-Lyre,Europe/Paris,48.90786,0.74622
Lanester,Europe/Paris,47.76316,-3.3393
Landunvez,Europe/Paris,48.53277,-4.72706
Landujan,Europe/Paris,48.25066,-1.997
Landudec,Europe/Paris,48.00005,-4.33678
Landudal,Europe/Paris,48.06251,-3.97781
Landser,Europe/Paris,47.68501,7.38998
Landry,Europe/Paris,45.57237,6.73949
Landreville,Europe/Paris,48.07368,4.47267
Landrevarzec,Europe/Paris,48.09003,-4.06187
Landrethun-les-Ardres,Europe/Paris,50.82549,1.96046
Landrethun-le-Nord,Europe/Paris,50.84721,1.78375
Landres,Europe/Paris,49.32044,5.8006
Landrecies,Europe/Paris,50.12499,3.69171
Landrais,Europe/Paris,46.06983,-0.86192
Landouzy-la-Ville,Europe/Paris,49.8609,4.04663
Landos,Europe/Paris,44.84288,3.8318
Landorthe,Europe/Paris,43.13214,0.78333
Landivy,Europe/Paris,48.47963,-1.03406
Landivisiau,Europe/Paris,48.50906,-4.06906
Landisacq,Europe/Paris,48.7561,-0.64924
Landiras,Europe/Paris,44.56702,-0.41539
Landevieille,Europe/Paris,46.64185,-1.80629
Landevant,Europe/Paris,47.76466,-3.12215
Landes-le-Gaulois,Europe/Paris,47.65416,1.18441
